Name,Set,Type,Quantity,Prev Raw Price,Raw Price,Delta Raw Price,Prev PSA 10 Price,PSA 10 Price,Delta PSA 10 Price,Delta Raw Total,lookupID,ID
Charmander,Pokemon Go,Normal,19,0,0.74,0.74,0,19.24,19.24,14.06,pokemon-go/charmander-8,518
Charmander,Pokemon Go,Reverse Holo,7,0,1.38,1.38,0,22.2,22.2,9.66,pokemon-go/charmander-reverse-holo-8,499
Charmeleon,Pokemon Go,Normal,18,0,1.05,1.05,0,13.69,13.69,18.9,pokemon-go/charmeleon-9,100
Charmeleon,Pokemon Go,Reverse Holo,1,0,1.95,1.95,0,18.12,18.12,1.95,pokemon-go/charmeleon-reverse-holo-9,1738
Conkeldurr V,Pokemon Go,Normal,3,0,0.98,0.98,0,21.46,21.46,2.94,pokemon-go/conkeldurr-v-40,873
Conkeldurr V,Pokemon Go,Normal,1,0,1.85,1.85,0,25.89,25.89,1.85,pokemon-go/conkeldurr-v-73,1198
Conkeldurr V,Pokemon Go,Normal,1,0,2.96,2.96,0,30.34,30.34,2.96,pokemon-go/conkeldurr-v-74,1658
Ditto,Pokemon Go,Holo,3,0,2.92,2.92,0,48.18,48.18,8.76,pokemon-go/ditto-holo-53,182
Dragonite V,Pokemon Go,Normal,4,0,1.52,1.52,0,49.41,49.41,6.08,pokemon-go/dragonite-v-49,411
Dragonite V,Pokemon Go,Normal,2,0,5.56,5.56,0,55.06,55.06,11.12,pokemon-go/dragonite-v-76,1641
Dragonite VSTAR,Pokemon Go,Normal,2,0,2.01,2.01,0,30.07,30.07,4.02,pokemon-go/dragonite-vstar-50,682
Eevee,Pokemon Go,Normal,29,0,0.9,0.9,0,37.74,37.74,26.1,pokemon-go/eevee-54,923
Eevee,Pokemon Go,Reverse Holo,4,0,1.32,1.32,0,23.5,23.5,5.28,pokemon-go/eevee-reverse-holo-54,178
Egg Incubator,Pokemon Go,Normal,23,0,1.38,1.38,0,26.64,26.64,31.74,pokemon-go/egg-incubator-66,409
Golisopod,Pokemon Go,Holo,10,0,1.15,1.15,0,29.56,29.56,11.5,pokemon-go/golisopod-holo-26,135
Golisopod,Pokemon Go,Reverse Holo,2,0,1.15,1.15,0,44.4,44.4,2.3,pokemon-go/golisopod-reverse-holo-26,1716
Gyarados,Pokemon Go,Holo,11,0,1.0,1.0,0,26.76,26.76,11.0,pokemon-go/gyarados-holo-22,796
Gyarados,Pokemon Go,Reverse Holo,2,0,1.1,1.1,0,26.85,26.85,2.2,pokemon-go/gyarados-reverse-holo-22,1619
Ivysaur,Pokemon Go,Normal,16,0,0.98,0.98,0,11.83,11.83,15.68,pokemon-go/ivysaur-2,159
Ivysaur,Pokemon Go,Reverse Holo,1,0,1.47,1.47,0,22.19,22.19,1.47,pokemon-go/ivysaur-reverse-holo-2,1761
Lapras,Pokemon Go,Holo,4,0,0.75,0.75,0,22.21,22.21,3.0,pokemon-go/lapras-holo-23,339
Lapras,Pokemon Go,Reverse Holo,1,0,1.1,1.1,0,59.16,59.16,1.1,pokemon-go/lapras-reverse-holo-23,929
Larvitar,Pokemon Go,Normal,29,0,0.7,0.7,0,11.83,11.83,20.3,pokemon-go/larvitar-37,649
Larvitar,Pokemon Go,Reverse Holo,2,0,1.0,1.0,0,26.45,26.45,2.0,pokemon-go/larvitar-reverse-holo-37,40
Lunatone,Pokemon Go,Normal,16,0,1.12,1.12,0,26.53,26.53,17.92,pokemon-go/lunatone-34,133
Lunatone,Pokemon Go,Reverse Holo,4,0,1.19,1.19,0,27.13,27.13,4.76,pokemon-go/lunatone-reverse-holo-34,482
Lure Module,Pokemon Go,Normal,23,0,0.55,0.55,0,24.31,24.31,12.65,pokemon-go/lure-module-67,381
Lure Module,Pokemon Go,Reverse Holo,3,0,0.88,0.88,0,25.62,25.62,2.64,pokemon-go/lure-module-reverse-holo-67,451
Magikarp,Pokemon Go,Normal,28,0,1.05,1.05,0,11.83,11.83,29.4,pokemon-go/magikarp-21,1128
Melmetal,Pokemon Go,Holo,2,0,0.99,0.99,0,13.28,13.28,1.98,pokemon-go/melmetal-holo-46,835
Melmetal,Pokemon Go,Reverse Holo,1,0,1.1,1.1,0,26.27,26.27,1.1,pokemon-go/melmetal-reverse-holo-46,1206
Melmetal V,Pokemon Go,Normal,3,0,1.02,1.02,0,15.16,15.16,3.06,pokemon-go/melmetal-v-47,312
Melmetal V,Pokemon Go,Normal,1,0,1.65,1.65,0,19.24,19.24,1.65,pokemon-go/melmetal-v-75,363
Melmetal VMAX,Pokemon Go,Normal,4,0,1.61,1.61,0,22.2,22.2,6.44,pokemon-go/melmetal-vmax-48,757
Melmetal VMAX,Pokemon Go,Normal,1,0,6.95,6.95,0,31.12,31.12,6.95,pokemon-go/melmetal-vmax-80,951
Meltan,Pokemon Go,Normal,23,0,0.8,0.8,0,25.31,25.31,18.4,pokemon-go/meltan-45,201
Meltan,Pokemon Go,Reverse Holo,1,0,0.98,0.98,0,18.46,18.46,0.98,pokemon-go/meltan-reverse-holo-45,1294
Mewtwo V,Pokemon Go,Normal,1,0,2.72,2.72,0,57.16,57.16,2.72,pokemon-go/mewtwo-v-30,1583
Mewtwo V,Pokemon Go,Normal,1,0,32.38,32.38,0,139.2,139.2,32.38,pokemon-go/mewtwo-v-72,1638
Mewtwo VSTAR,Pokemon Go,Normal,1,0,3.66,3.66,0,33.68,33.68,3.66,pokemon-go/mewtwo-vstar-31,1681
Mewtwo VSTAR,Pokemon Go,Normal,1,0,14.57,14.57,0,71.21,71.21,14.57,pokemon-go/mewtwo-vstar-86,1289
Moltres,Pokemon Go,Holo,5,0,0.93,0.93,0,26.64,26.64,4.65,pokemon-go/moltres-holo-12,1099
Moltres,Pokemon Go,Reverse Holo,2,0,1.11,1.11,0,36.99,36.99,2.22,pokemon-go/moltres-reverse-holo-12,1154
Natu,Pokemon Go,Normal,19,0,0.84,0.84,0,25.42,25.42,15.96,pokemon-go/natu-32,1150
Natu,Pokemon Go,Reverse Holo,2,0,1.01,1.01,0,26.11,26.11,2.02,pokemon-go/natu-reverse-holo-32,64
Numel,Pokemon Go,Normal,31,0,0.84,0.84,0,11.83,11.83,26.04,pokemon-go/numel-13,1040
Numel,Pokemon Go,Reverse Holo,3,0,1.81,1.81,0,52.22,52.22,5.43,pokemon-go/numel-reverse-holo-13,1567
Onix,Pokemon Go,Normal,31,0,0.75,0.75,0,11.83,11.83,23.25,pokemon-go/onix-36,517
Onix,Pokemon Go,Reverse Holo,2,0,1.27,1.27,0,33.26,33.26,2.54,pokemon-go/onix-reverse-holo-36,1236
Pidove,Pokemon Go,Normal,31,0,0.75,0.75,0,25.14,25.14,23.25,pokemon-go/pidove-61,774
Pidove,Pokemon Go,Reverse Holo,4,0,1.07,1.07,0,26.33,26.33,4.28,pokemon-go/pidove-reverse-holo-61,148
Pikachu,Pokemon Go,Normal,26,0,0.9,0.9,0,33.3,33.3,23.4,pokemon-go/pikachu-27,103
Pikachu [Cosmos Holo],Pokemon Go,Holo,1,0,1.9,1.9,0,50.32,50.32,1.9,pokemon-go/pikachu-cosmos-holo-27,1045
Pikachu,Pokemon Go,Holo,6,0,1.43,1.43,0,44.53,44.53,8.58,pokemon-go/pikachu-holo-28,1125
Pikachu,Pokemon Go,Reverse Holo,3,0,1.09,1.09,0,62.16,62.16,3.27,pokemon-go/pikachu-reverse-holo-27,856
Pikachu,Pokemon Go,Reverse Holo,4,0,1.47,1.47,0,101.58,101.58,5.88,pokemon-go/pikachu-reverse-holo-28,181
Pokestop,Pokemon Go,Normal,14,0,1.59,1.59,0,28.36,28.36,22.26,pokemon-go/pokestop-68,633
Pokestop,Pokemon Go,Reverse Holo,2,0,1.84,1.84,0,29.27,29.27,3.68,pokemon-go/pokestop-reverse-holo-68,1384
Professor's Research: Professor Willow,Pokemon Go,Normal,1,0,2.25,2.25,0,30.86,30.86,2.25,pokemon-go/professor's-research-professor-willow-78,1149
Pupitar,Pokemon Go,Normal,16,0,1.24,1.24,0,26.7,26.7,19.84,pokemon-go/pupitar-38,1175
Pupitar,Pokemon Go,Reverse Holo,1,0,1.03,1.03,0,26.16,26.16,1.03,pokemon-go/pupitar-reverse-holo-38,720
Radiant Charizard,Pokemon Go,Normal,3,0,8.87,8.87,0,74.27,74.27,26.61,pokemon-go/radiant-charizard-11,258
Radiant Venusaur,Pokemon Go,Normal,4,0,4.71,4.71,0,52.91,52.91,18.84,pokemon-go/radiant-venusaur-4,716
Rare Candy,Pokemon Go,Normal,12,0,0.87,0.87,0,25.53,25.53,10.44,pokemon-go/rare-candy-69,776
Rare Candy,Pokemon Go,Reverse Holo,2,0,1.32,1.32,0,26.73,26.73,2.64,pokemon-go/rare-candy-reverse-holo-69,1329
Slaking V,Pokemon Go,Normal,4,0,0.98,0.98,0,22.25,22.25,3.92,pokemon-go/slaking-v-58,22
Slaking V,Pokemon Go,Normal,1,0,1.89,1.89,0,29.53,29.53,1.89,pokemon-go/slaking-v-77,1184
Slowbro,Pokemon Go,Normal,19,0,0.73,0.73,0,11.83,11.83,13.87,pokemon-go/slowbro-20,208
Slowbro,Pokemon Go,Reverse Holo,4,0,1.12,1.12,0,26.53,26.53,4.48,pokemon-go/slowbro-reverse-holo-20,1145
Slowpoke,Pokemon Go,Normal,15,0,0.93,0.93,0,25.16,25.16,13.95,pokemon-go/slowpoke-19,268
Slowpoke,Pokemon Go,Reverse Holo,4,0,1.18,1.18,0,39.22,39.22,4.72,pokemon-go/slowpoke-reverse-holo-19,955
Snorlax [Cosmos Holo],Pokemon Go,Holo,1,0,3.22,3.22,0,74.0,74.0,3.22,pokemon-go/snorlax-cosmos-holo-55,1010
Snorlax,Pokemon Go,Holo,9,0,1.19,1.19,0,60.49,60.49,10.71,pokemon-go/snorlax-holo-55,911
Snorlax,Pokemon Go,Reverse Holo,4,0,1.38,1.38,0,42.92,42.92,5.52,pokemon-go/snorlax-reverse-holo-55,386
Solrock,Pokemon Go,Normal,21,0,0.73,0.73,0,25.02,25.02,15.33,pokemon-go/solrock-39,179
Solrock,Pokemon Go,Reverse Holo,1,0,1.13,1.13,0,26.56,26.56,1.13,pokemon-go/solrock-reverse-holo-39,595
Spark,Pokemon Go,Normal,19,0,1.35,1.35,0,27.42,27.42,25.65,pokemon-go/spark-70,137
Spark,Pokemon Go,Reverse Holo,5,0,1.13,1.13,0,26.56,26.56,5.65,pokemon-go/spark-reverse-holo-70,1068
Spinarak,Pokemon Go,Normal,16,0,0.73,0.73,0,25.39,25.39,11.68,pokemon-go/spinarak-6,1014
Spinarak,Pokemon Go,Reverse Holo,2,0,7.33,7.33,0,103.59,103.59,14.66,pokemon-go/spinarak-reverse-holo-6,1484
Squirtle,Pokemon Go,Normal,30,0,0.85,0.85,0,26.04,26.04,25.5,pokemon-go/squirtle-15,165
Squirtle,Pokemon Go,Reverse Holo,4,0,1.21,1.21,0,55.5,55.5,4.84,pokemon-go/squirtle-reverse-holo-15,1386
Steelix,Pokemon Go,Normal,16,0,1.07,1.07,0,13.88,13.88,17.12,pokemon-go/steelix-44,1555
Steelix,Pokemon Go,Reverse Holo,2,0,1.1,1.1,0,26.45,26.45,2.2,pokemon-go/steelix-reverse-holo-44,705
Sylveon,Pokemon Go,Holo,3,0,1.29,1.29,0,39.22,39.22,3.87,pokemon-go/sylveon-holo-35,1485
Sylveon,Pokemon Go,Reverse Holo,1,0,1.49,1.49,0,55.54,55.54,1.49,pokemon-go/sylveon-reverse-holo-35,826
Tranquill,Pokemon Go,Normal,26,0,0.9,0.9,0,25.65,25.65,23.4,pokemon-go/tranquill-62,125
Tranquill,Pokemon Go,Reverse Holo,4,0,0.97,0.97,0,25.93,25.93,3.88,pokemon-go/tranquill-reverse-holo-62,1669
Tyranitar,Pokemon Go,Holo,8,0,0.95,0.95,0,77.44,77.44,7.6,pokemon-go/tyranitar-holo-43,849
Tyranitar,Pokemon Go,Reverse Holo,7,0,1.35,1.35,0,51.79,51.79,9.45,pokemon-go/tyranitar-reverse-holo-43,978
Unfezant,Pokemon Go,Normal,18,0,1.14,1.14,0,26.59,26.59,20.52,pokemon-go/unfezant-63,140
Unfezant,Pokemon Go,Reverse Holo,3,0,1.07,1.07,0,26.31,26.31,3.21,pokemon-go/unfezant-reverse-holo-63,1347
Venusaur,Pokemon Go,Holo,4,0,1.47,1.47,0,22.9,22.9,5.88,pokemon-go/venusaur-holo-3,457
Venusaur,Pokemon Go,Reverse Holo,4,0,1.35,1.35,0,28.08,28.08,5.4,pokemon-go/venusaur-reverse-holo-3,65
Wartortle,Pokemon Go,Normal,9,0,1.05,1.05,0,22.71,22.71,9.45,pokemon-go/wartortle-16,41
Wartortle,Pokemon Go,Reverse Holo,2,0,1.75,1.75,0,26.63,26.63,3.5,pokemon-go/wartortle-reverse-holo-16,369
Wimpod,Pokemon Go,Normal,23,0,0.61,0.61,0,24.59,24.59,14.03,pokemon-go/wimpod-25,490
Wimpod,Pokemon Go,Reverse Holo,1,0,1.13,1.13,0,26.56,26.56,1.13,pokemon-go/wimpod-reverse-holo-25,62
Xatu,Pokemon Go,Normal,19,0,1.07,1.07,0,11.83,11.83,20.33,pokemon-go/xatu-33,725
Xatu,Pokemon Go,Reverse Holo,6,0,1.12,1.12,0,26.53,26.53,6.72,pokemon-go/xatu-reverse-holo-33,38
Zapdos,Pokemon Go,Holo,9,0,1.1,1.1,0,31.01,31.01,9.9,pokemon-go/zapdos-holo-29,657
Zapdos,Pokemon Go,Reverse Holo,3,0,1.19,1.19,0,43.48,43.48,3.57,pokemon-go/zapdos-reverse-holo-29,1540
Bulbasaur,Mega Brave,Normal,3,0,1.14,1.14,0,27.65,27.65,3.42,pokemon-japanese-mega-brave/bulbasaur-1,728
Celebi,Mega Brave,Normal,2,0,1.1,1.1,0,27.68,27.68,2.2,pokemon-japanese-mega-brave/celebi-6,1793
Cinderace,Mega Brave,Normal,1,0,1.24,1.24,0,28.34,28.34,1.24,pokemon-japanese-mega-brave/cinderace-17,973
Corphish,Mega Brave,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-brave/corphish-18,1168
Crawdaunt,Mega Brave,Normal,1,0,0.93,0.93,0,26.77,26.77,0.93,pokemon-japanese-mega-brave/crawdaunt-37,1393
Croagunk,Mega Brave,Normal,5,0,1.11,1.11,0,0.0,0.0,5.55,pokemon-japanese-mega-brave/croagunk-30,1304
Dangerous Ruins,Mega Brave,Normal,1,0,0.37,0.37,0,0.0,0.0,0.37,pokemon-japanese-mega-brave/dangerous-ruins-63,1553
Dialga,Mega Brave,Normal,1,0,1.11,1.11,0,27.68,27.68,1.11,pokemon-japanese-mega-brave/dialga-47,1506
Exeggcute,Mega Brave,Normal,4,0,0.81,0.81,0,0.0,0.0,3.24,pokemon-japanese-mega-brave/exeggcute-4,1295
Exeggutor,Mega Brave,Normal,2,0,0.96,0.96,0,26.95,26.95,1.92,pokemon-japanese-mega-brave/exeggutor-5,2
Exeggutor,Mega Brave,Normal,1,0,2.4,2.4,0,34.55,34.55,2.4,pokemon-japanese-mega-brave/exeggutor-66,169
Fearow,Mega Brave,Normal,4,0,1.11,1.11,0,27.68,27.68,4.44,pokemon-japanese-mega-brave/fearow-53,242
Fight Gong,Mega Brave,Normal,2,0,1.09,1.09,0,27.57,27.57,2.18,pokemon-japanese-mega-brave/fight-gong-59,333
Garganacl,Mega Brave,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-brave/garganacl-36,104
Gholdengo,Mega Brave,Normal,4,0,0.81,0.81,0,0.0,0.0,3.24,pokemon-japanese-mega-brave/gholdengo-51,331
Gimmighoul,Mega Brave,Normal,5,0,0.37,0.37,0,0.0,0.0,1.85,pokemon-japanese-mega-brave/gimmighoul-19,795
Grafaiai,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/grafaiai-44,1463
Gumshoos,Mega Brave,Normal,2,0,0.74,0.74,0,0.0,0.0,1.48,pokemon-japanese-mega-brave/gumshoos-56,759
Iron X Defense,Mega Brave,Normal,2,0,0.74,0.74,0,0.0,0.0,1.48,pokemon-japanese-mega-brave/iron-x-defense-57,565
Ivysaur,Mega Brave,Normal,2,0,1.11,1.11,0,26.85,26.85,2.22,pokemon-japanese-mega-brave/ivysaur-2,1228
Lillie's Determination,Mega Brave,Normal,4,0,2.47,2.47,0,34.42,34.42,9.88,pokemon-japanese-mega-brave/lillie's-determination-62,1594
Lt. Surge's Deal,Mega Brave,Normal,3,0,1.04,1.04,0,27.32,27.32,3.12,pokemon-japanese-mega-brave/lt-surge's-deal-61,322
Lunatone,Mega Brave,Normal,1,0,1.47,1.47,0,29.47,29.47,1.47,pokemon-japanese-mega-brave/lunatone-26,407
Makuhita,Mega Brave,Normal,5,0,0.37,0.37,0,0.0,0.0,1.85,pokemon-japanese-mega-brave/makuhita-24,196
Marshadow,Mega Brave,Normal,3,0,0.96,0.96,0,26.95,26.95,2.88,pokemon-japanese-mega-brave/marshadow-32,753
Mega Absol ex,Mega Brave,Normal,1,0,1.24,1.24,0,28.38,28.38,1.24,pokemon-japanese-mega-brave/mega-absol-ex-38,471
Mega Camerupt ex,Mega Brave,Normal,1,0,0.9,0.9,0,26.48,26.48,0.9,pokemon-japanese-mega-brave/mega-camerupt-ex-13,730
Mega Camerupt Ex,Mega Brave,Normal,1,0,3.71,3.71,0,41.57,41.57,3.71,pokemon-japanese-mega-brave/mega-camerupt-ex-77,1496
Mega Lucario ex,Mega Brave,Normal,1,0,1.58,1.58,0,30.42,30.42,1.58,pokemon-japanese-mega-brave/mega-lucario-ex-29,527
Mega Lucario Ex,Mega Brave,Normal,1,0,314.5,314.5,0,522.03,522.03,314.5,pokemon-japanese-mega-brave/mega-lucario-ex-92,526
Mega Mawile ex,Mega Brave,Normal,1,0,0.98,0.98,0,28.16,28.16,0.98,pokemon-japanese-mega-brave/mega-mawile-ex-46,1098
Miltank,Mega Brave,Normal,4,0,0.37,0.37,0,0.0,0.0,1.48,pokemon-japanese-mega-brave/miltank-54,240
Nacli,Mega Brave,Normal,3,0,0.93,0.93,0,26.77,26.77,2.79,pokemon-japanese-mega-brave/nacli-34,493
Naclstack,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/naclstack-35,513
Nickit,Mega Brave,Normal,3,0,0.74,0.74,0,0.0,0.0,2.22,pokemon-japanese-mega-brave/nickit-41,430
Night Stretcher,Mega Brave,Normal,1,0,2.77,2.77,0,36.61,36.61,2.77,pokemon-japanese-mega-brave/night-stretcher-83,404
Ninetales,Mega Brave,Normal,2,0,1.02,1.02,0,27.25,27.25,2.04,pokemon-japanese-mega-brave/ninetales-11,1086
Numel,Mega Brave,Normal,4,0,0.37,0.37,0,0.0,0.0,1.48,pokemon-japanese-mega-brave/numel-12,1219
Nuzleaf,Mega Brave,Normal,3,0,0.93,0.93,0,26.77,26.77,2.79,pokemon-japanese-mega-brave/nuzleaf-8,723
Onix,Mega Brave,Normal,4,0,1.1,1.1,0,0.0,0.0,4.4,pokemon-japanese-mega-brave/onix-22,359
Premium Power Pro,Mega Brave,Normal,2,0,0.82,0.82,0,26.26,26.26,1.64,pokemon-japanese-mega-brave/premium-power-pro-58,1027
Raboot,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/raboot-16,1365
Repel,Mega Brave,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-brave/repel-60,781
Riolu,Mega Brave,Normal,3,0,1.02,1.02,0,27.25,27.25,3.06,pokemon-japanese-mega-brave/riolu-28,368
Riolu,Mega Brave,Normal,1,0,4.77,4.77,0,44.17,44.17,4.77,pokemon-japanese-mega-brave/riolu-68,1822
Sandshrew,Mega Brave,Normal,2,0,1.04,1.04,0,27.32,27.32,2.08,pokemon-japanese-mega-brave/sandshrew-20,1456
Sandslash,Mega Brave,Normal,3,0,0.81,0.81,0,26.04,26.04,2.43,pokemon-japanese-mega-brave/sandslash-21,460
Scorbunny,Mega Brave,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-brave/scorbunny-15,1389
Seedot,Mega Brave,Normal,4,0,0.37,0.37,0,0.0,0.0,1.48,pokemon-japanese-mega-brave/seedot-7,160
Shiftry,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/shiftry-9,511
Shroodle,Mega Brave,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-brave/shroodle-43,721
Solrock,Mega Brave,Normal,3,0,0.93,0.93,0,26.77,26.77,2.79,pokemon-japanese-mega-brave/solrock-27,1202
Spearow,Mega Brave,Normal,3,0,1.11,1.11,0,27.68,27.68,3.33,pokemon-japanese-mega-brave/spearow-52,1432
Spiritomb,Mega Brave,Normal,3,0,0.81,0.81,0,0.0,0.0,2.43,pokemon-japanese-mega-brave/spiritomb-39,751
Steelix,Mega Brave,Normal,1,0,0.96,0.96,0,26.95,26.95,0.96,pokemon-japanese-mega-brave/steelix-45,1763
Stonjourner,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/stonjourner-33,180
Thievul,Mega Brave,Normal,4,0,0.74,0.74,0,0.0,0.0,2.96,pokemon-japanese-mega-brave/thievul-42,654
Tinkatink,Mega Brave,Normal,3,0,0.81,0.81,0,0.0,0.0,2.43,pokemon-japanese-mega-brave/tinkatink-48,1664
Tinkaton,Mega Brave,Normal,4,0,0.81,0.81,0,26.23,26.23,3.24,pokemon-japanese-mega-brave/tinkaton-50,236
Tinkatuff,Mega Brave,Normal,2,0,0.82,0.82,0,26.26,26.26,1.64,pokemon-japanese-mega-brave/tinkatuff-49,524
Toxicroak,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/toxicroak-31,1383
Tyrogue,Mega Brave,Normal,2,0,1.03,1.03,0,27.28,27.28,2.06,pokemon-japanese-mega-brave/tyrogue-23,1566
Volcanion,Mega Brave,Normal,2,0,0.37,0.37,0,0.0,0.0,0.74,pokemon-japanese-mega-brave/volcanion-14,1076
Vulpix,Mega Brave,Normal,3,0,0.98,0.98,0,27.02,27.02,2.94,pokemon-japanese-mega-brave/vulpix-10,740
Vulpix,Mega Brave,Normal,1,0,4.37,4.37,0,55.5,55.5,4.37,pokemon-japanese-mega-brave/vulpix-67,1238
Yungoos,Mega Brave,Normal,4,0,0.95,0.95,0,26.92,26.92,3.8,pokemon-japanese-mega-brave/yungoos-55,161
Yveltal,Mega Brave,Normal,1,0,1.08,1.08,0,27.54,27.54,1.08,pokemon-japanese-mega-brave/yveltal-40,119
Abra,Mega Symphonia,Normal,4,0,1.1,1.1,0,27.65,27.65,4.4,pokemon-japanese-mega-symphonia/abra-36,173
Acerola's Mischief,Mega Symphonia,Normal,2,0,0.93,0.93,0,26.77,26.77,1.86,pokemon-japanese-mega-symphonia/acerola's-mischief-59,1648
Acerola's Mischief,Mega Symphonia,Normal,1,0,21.9,21.9,0,122.67,122.67,21.9,pokemon-japanese-mega-symphonia/acerola's-mischief-84,1070
Alakazam,Mega Symphonia,Normal,3,0,1.1,1.1,0,27.65,27.65,3.3,pokemon-japanese-mega-symphonia/alakazam-38,1101
Bayleef,Mega Symphonia,Normal,2,0,0.74,0.74,0,25.86,25.86,1.48,pokemon-japanese-mega-symphonia/bayleef-4,1614
Bewear,Mega Symphonia,Normal,2,0,0.93,0.93,0,26.77,26.77,1.86,pokemon-japanese-mega-symphonia/bewear-56,1019
Buneary,Mega Symphonia,Normal,7,0,0.74,0.74,0,25.86,25.86,5.18,pokemon-japanese-mega-symphonia/buneary-53,185
Centiskorch,Mega Symphonia,Normal,2,0,0.81,0.81,0,0.0,0.0,1.62,pokemon-japanese-mega-symphonia/centiskorch-13,1232
Chi-Yu,Mega Symphonia,Normal,1,0,1.11,1.11,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/chi-yu-14,384
Chikorita,Mega Symphonia,Normal,3,0,0.81,0.81,0,26.19,26.19,2.43,pokemon-japanese-mega-symphonia/chikorita-3,894
Clauncher,Mega Symphonia,Normal,2,0,1.07,1.07,0,27.51,27.51,2.14,pokemon-japanese-mega-symphonia/clauncher-19,572
Clawitzer,Mega Symphonia,Normal,1,0,1.11,1.11,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/clawitzer-20,954
Clawitzer,Mega Symphonia,Normal,1,0,2.41,2.41,0,34.11,34.11,2.41,pokemon-japanese-mega-symphonia/clawitzer-68,1077
Delibird,Mega Symphonia,Normal,6,0,0.8,0.8,0,26.15,26.15,4.8,pokemon-japanese-mega-symphonia/delibird-52,1244
Delibird,Mega Symphonia,Normal,1,0,2.17,2.17,0,31.01,31.01,2.17,pokemon-japanese-mega-symphonia/delibird-74,1590
Dhelmise,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/dhelmise-9,191
Drizzile,Mega Symphonia,Normal,3,0,1.11,1.11,0,27.68,27.68,3.33,pokemon-japanese-mega-symphonia/drizzile-22,598
Eiscue,Mega Symphonia,Normal,2,0,1.11,1.11,0,27.68,27.68,2.22,pokemon-japanese-mega-symphonia/eiscue-26,114
Electrike,Mega Symphonia,Normal,3,0,1.04,1.04,0,27.32,27.32,3.12,pokemon-japanese-mega-symphonia/electrike-31,984
Frosmoth,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/frosmoth-25,1043
Greavard,Mega Symphonia,Normal,3,0,1.11,1.11,0,27.68,27.68,3.33,pokemon-japanese-mega-symphonia/greavard-47,811
Grumpig,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/grumpig-45,338
Heliolisk,Mega Symphonia,Normal,4,0,0.37,0.37,0,0.0,0.0,1.48,pokemon-japanese-mega-symphonia/heliolisk-35,577
Helioptile,Mega Symphonia,Normal,4,0,0.81,0.81,0,26.23,26.23,3.24,pokemon-japanese-mega-symphonia/helioptile-34,371
Houndstone,Mega Symphonia,Normal,4,0,1.11,1.11,0,27.68,27.68,4.44,pokemon-japanese-mega-symphonia/houndstone-48,583
Houndstone,Mega Symphonia,Normal,1,0,1.87,1.87,0,31.19,31.19,1.87,pokemon-japanese-mega-symphonia/houndstone-73,1391
Inteleon,Mega Symphonia,Normal,2,0,1.11,1.11,0,0.0,0.0,2.22,pokemon-japanese-mega-symphonia/inteleon-23,540
Jynx,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/jynx-39,142
Kadabra,Mega Symphonia,Normal,2,0,1.1,1.1,0,27.68,27.68,2.2,pokemon-japanese-mega-symphonia/kadabra-37,700
Kirlia,Mega Symphonia,Normal,2,0,1.11,1.11,0,27.68,27.68,2.22,pokemon-japanese-mega-symphonia/kirlia-41,1087
Kyogre,Mega Symphonia,Normal,1,0,1.07,1.07,0,27.51,27.51,1.07,pokemon-japanese-mega-symphonia/kyogre-16,145
Latios,Mega Symphonia,Normal,6,0,1.02,1.02,0,27.25,27.25,6.12,pokemon-japanese-mega-symphonia/latios-50,209
Litleo,Mega Symphonia,Normal,3,0,0.37,0.37,0,0.0,0.0,1.11,pokemon-japanese-mega-symphonia/litleo-10,358
Lopunny,Mega Symphonia,Normal,6,0,0.93,0.93,0,26.77,26.77,5.58,pokemon-japanese-mega-symphonia/lopunny-54,903
Magnemite,Mega Symphonia,Normal,3,0,1.11,1.11,0,0.0,0.0,3.33,pokemon-japanese-mega-symphonia/magnemite-27,346
